Timestamp,Power_Consumption_kWh,Voltage_V,Current_A,Power_Factor,Grid_Frequency_Hz,Demand_Response_Event,Temperature_C,Humidity_%,Weather_Condition,Previous_Day_Consumption_kWh,Peak_Load_Hour,Normalized_Consumption,Energy_Efficiency_Score
01-01-2023 00:00,2.185430535,213.1992993,7.508245361,0.889422281,50.2336611,0,21.45054745,36.13184211,Sunny,4.13676337,1,0.374638613,56.49479135
01-01-2023 01:00,4.778214379,213.5930301,1.415176167,0.864646715,50.11839455,0,7.275757303,71.15901222,Rainy,2.025721615,0,0.950982224,36.0381332
01-01-2023 02:00,3.793972738,233.6301489,7.840397819,0.802708865,49.58586059,0,26.11487613,56.73763366,Sunny,0.950255539,1,0.732197545,31.31613087
01-01-2023 03:00,3.193963179,233.9745421,17.90030982,0.959421004,49.80769795,0,7.269691598,50.61141725,Rainy,0.883603377,0,0.59882288,48.4638011
01-01-2023 04:00,1.202083882,226.7503596,14.11747343,0.865587732,49.9730475,1,24.38471559,65.35267955,Rainy,2.526818392,0,0.156052879,64.17626654
01-01-2023 05:00,1.201975342,227.2737477,3.763034323,0.871461894,50.23673295,0,8.497000889,55.08824829,Windy,2.830280759,0,0.156028752,79.51776039
01-01-2023 06:00,0.761376255,212.1573033,12.23194509,0.867201233,50.24356913,0,-1.290976531,56.79676212,Sunny,2.188143492,0,0.058089053,72.33041839
01-01-2023 07:00,4.397792656,230.6618604,17.95238634,0.899747866,49.99054331,1,0.725048732,21.62734654,Windy,4.043819707,0,0.866419205,31.14497766
01-01-2023 08:00,3.205017553,230.189579,14.30064678,0.940499915,49.61693238,1,32.53433113,76.1425782,Rainy,3.493780413,0,0.60128013,54.48862027
01-01-2023 09:00,3.6863266,215.9819727,3.825003455,0.954372626,49.7929034,0,0.46098675,49.69231047,Windy,3.04439979,0,0.708269147,47.38665808
01-01-2023 10:00,0.592630224,214.1535754,17.48881744,0.878514144,49.75469238,0,9.873094933,56.26535439,Sunny,3.250149433,0,0.020578909,79.17555505
01-01-2023 11:00,4.864594335,214.9428996,6.729336252,0.932620407,50.28102641,0,7.943878815,47.29373701,Windy,3.93530903,1,0.970183414,18.51092128
01-01-2023 12:00,4.245991884,214.0411299,9.627446742,0.94413685,49.67998631,0,-2.39631309,58.60713322,Rainy,3.235735455,1,0.832675781,33.05488415
01-01-2023 13:00,1.455525998,234.3883278,10.99671243,0.859383466,49.96492122,0,21.978379,23.78296703,Sunny,1.502354646,0,0.21238991,61.79537707
01-01-2023 14:00,1.318212352,217.8593061,17.15962548,0.819324294,50.1707188,0,30.94534619,46.8736343,Windy,2.32764487,1,0.181866794,64.86007631
01-01-2023 15:00,1.325320294,220.0572061,18.70054241,0.978933144,50.46478615,0,39.65484041,66.80744545,Cloudy,1.112701046,0,0.183446801,73.8551393
01-01-2023 16:00,1.869090093,216.9428858,18.66340468,0.935423194,50.49924058,0,37.12144382,85.69122727,Sunny,4.420778409,0,0.304320067,67.10426583
01-01-2023 17:00,2.861403942,248.3134122,1.151129444,0.929622082,50.45292214,0,-2.780324975,79.44261695,Rainy,1.483712054,1,0.524899097,47.20429934
01-01-2023 18:00,2.443752584,244.1846985,18.51588123,0.811780503,50.21824235,0,6.587891435,87.39726214,Windy,3.20115377,0,0.432060393,59.45894798
01-01-2023 19:00,1.810531131,219.2197935,2.033352354,0.963574612,50.24644083,0,13.54532177,74.70602557,Rainy,0.741039402,0,0.291303137,73.60475418
01-01-2023 20:00,3.253338026,223.1026518,6.04969948,0.913210831,50.2592101,1,34.37564563,64.2832091,Windy,1.929996999,1,0.612021171,33.35111777
01-01-2023 21:00,1.127722373,218.3957137,10.78476924,0.969576883,50.36260488,1,11.20381503,49.62907097,Windy,4.527521239,0,0.13952324,66.49440031
01-01-2023 22:00,1.814650918,229.6750384,10.11858809,0.994912237,50.45178546,0,20.66405548,28.61996755,Sunny,4.07389536,0,0.292218915,69.37685409
01-01-2023 23:00,2.148628295,210.7844213,12.48948608,0.991420064,49.94570614,0,24.68168489,37.55614959,Windy,0.918643022,1,0.366457933,50.03430939
02-01-2023 00:00,2.552314929,236.8547204,10.10947835,0.971217869,49.91651088,0,8.408143146,38.98225325,Rainy,3.011292148,1,0.456192452,46.17951905
02-01-2023 01:00,4.033291826,230.926326,18.75313791,0.802189475,49.96046446,0,21.18732449,49.95181133,Cloudy,2.228228319,0,0.785395203,42.92640671
02-01-2023 02:00,1.39853202,245.9455571,5.570428116,0.977145442,50.15981717,0,-2.710152257,62.68886798,Windy,1.108012131,0,0.199720858,64.20557956
02-01-2023 03:00,2.814054973,216.5757074,6.206469187,0.815012463,50.2754454,0,16.60824778,63.30632923,Sunny,4.182323536,1,0.51437401,36.80039686
02-01-2023 04:00,3.16586556,242.1643698,18.49402078,0.970238794,50.37054439,0,12.03410823,51.88798462,Cloudy,4.414587284,1,0.592577129,48.6677249
02-01-2023 05:00,0.709026857,241.6784406,2.458050761,0.856034814,49.95621075,0,11.00895688,39.22506313,Cloudy,2.770586889,0,0.046452433,87.52136437
02-01-2023 06:00,3.233951834,215.0872476,12.58165562,0.922013668,49.86337263,0,5.570180469,23.95460883,Sunny,1.354767301,0,0.607711861,50.9189985
02-01-2023 07:00,1.267358557,225.942369,13.95298309,0.807613646,50.48335261,0,31.79804062,89.21854697,Cloudy,2.387818158,0,0.170562628,60.43119285
02-01-2023 08:00,0.792732168,216.8061056,10.60529275,0.954236339,49.73188762,0,34.68653521,85.76919287,Windy,0.646293865,0,0.065059083,89.47960649
02-01-2023 09:00,4.769984918,220.18882,14.1904057,0.822341224,49.72200484,0,34.96578145,32.80481715,Rainy,3.661829793,1,0.949152917,27.36898929
02-01-2023 10:00,4.845344149,220.529847,4.282338274,0.882137634,50.21540745,0,12.82481427,62.37771062,Windy,4.564675059,0,0.965904337,26.98195
02-01-2023 11:00,4.137788067,232.2494558,17.20001242,0.9634892,49.6796573,0,6.66225841,40.69580383,Windy,0.570597544,0,0.808623417,40.96137424
02-01-2023 12:00,1.870761961,226.4564373,3.6604881,0.939069799,49.899409,0,-0.571446834,33.60998543,Cloudy,3.446572356,0,0.304691702,79.36001387
02-01-2023 13:00,0.939524513,247.9093122,8.615436442,0.801208539,49.79238682,0,25.25834512,67.90879278,Rainy,0.90023812,0,0.097689196,84.65102898
02-01-2023 14:00,3.579048619,215.0548057,2.429894425,0.880606467,49.66871046,0,9.857549429,75.03349278,Cloudy,1.541390259,0,0.684422586,44.53759301
02-01-2023 15:00,2.480686222,248.9476854,11.3590105,0.808385503,50.07970724,0,7.449981933,48.46150638,Sunny,2.908891244,0,0.440270281,54.23344847
02-01-2023 16:00,1.049172057,219.2255456,13.72517034,0.934699972,49.87351149,0,11.7147154,24.13445803,Windy,1.939571691,1,0.122062482,71.46762687
02-01-2023 17:00,2.728296096,240.9149575,18.88321107,0.993789698,49.96223417,0,19.96256553,48.10470754,Rainy,0.52648386,1,0.495310878,48.30502598
02-01-2023 18:00,0.654748345,223.558797,15.04738772,0.931052252,49.695863,0,2.28663682,57.25357767,Cloudy,4.922392603,0,0.034386995,81.75288835
02-01-2023 19:00,4.591941809,215.7232558,11.28095541,0.844874486,50.2678668,0,38.26018971,82.52515643,Rainy,1.270338528,1,0.909576148,29.40779231
02-01-2023 20:00,1.664509917,244.3155674,18.71972333,0.871046606,49.81471208,0,27.96763425,65.97618553,Sunny,2.873028454,0,0.258844437,70.62588773
02-01-2023 21:00,3.48135028,222.354436,10.09029992,0.995330111,49.84271818,0,-2.894645141,69.7347506,Windy,2.820368858,0,0.662705459,40.40930655
